Id,Weight,Name,Language
11061773,20,eslint/eslint,JavaScript
3910945,15,hypothesis/h,Python
24382273,6,sul-dlss/triannon,Ruby
11682335,3,h5bp/server-configs-apache,JavaScript
30468314,2,nodejs/nodejs-ru,HTML
692528,4,stephenmcd/mezzanine,Python
13527761,1,BrowserSync/browser-sync,JavaScript
19872456,7,rackt/react-router,JavaScript
5731348,1,obspy/obspy,Python
20568502,2,mrjoelkemp/Dependents,Python
24774658,2,boto/boto3,Python
1276752,1,brunch/brunch,JavaScript
12574344,3,spf13/cobra,Go
527644,4,less/less.js,JavaScript
15830664,4,mkdocs/mkdocs,Python
15090814,6,chef/chef-rfc,Ruby
455600,10,facebook/hhvm,C++
30027163,2,webrtc/adapter,JavaScript
1157388,1,tmuxinator/tmuxinator,Ruby
952189,4,jashkenas/backbone,JavaScript
27148891,5,MozillaFoundation/plan,JavaScript
13941428,2,kenichi/angelo,Ruby
8393,1,thoughtbot/paperclip,Ruby
8135462,6,zenodo/zenodo,Python
4066227,1,shramov/leaflet-plugins,JavaScript
2222347,2,Locale/localeapp,Ruby
28627094,2,abonas/kubeclient,Ruby
15508537,1,meanjs/mean,JavaScript
5346495,4,VisTrails/VisTrails,Python
919161,5,arduino/Arduino,HTML
15460666,3,ethereum/cpp-ethereum,C++
11888510,3,facebook/jstransform,JavaScript
10126908,12,strongloop/loopback-datasource-juggler,JavaScript
5474834,5,ros/ros_comm,C++
910744,4,puppetlabs/puppet,Ruby
24865368,10,UV-CDAT/VisTrails,Python
25003905,4,webcomponents/webcomponentsjs,JavaScript
27823188,1,aldryn/aldryn-newsblog,Python
20897575,6,OCA/vertical-ngo,Python
790359,1,sequelize/sequelize,JavaScript
1064563,3,netty/netty,Java
9060347,1,google/traceur-compiler,JavaScript
4010478,1,visionmedia/page.js,JavaScript
21950910,2,GoogleCloudPlatform/PerfKitBenchmarker,Python
25617835,1,JSRocksHQ/slush-es20xx,JavaScript
9004241,1,robotology/codyco-modules,C++
3638964,6,ansible/ansible,Python
29455960,10,plaid/sanctuary,JavaScript
238986,16,rspec/rspec-expectations,Ruby
16384837,8,hbz/nwbib,HTML
2183193,5,Theano/Theano,Python
31404632,11,babel/babel-eslint,JavaScript
5612317,1,uwescience/myria,Java
25882864,1,jupyter/jupyter-drive,JavaScript
20021829,1,NSLS-II/metadatastore,Python
27427417,1,CDS-VRN/InSpider,Java
26885919,6,cfpb/hmda-rule-engine,JavaScript
4821436,2,DennisKehrig/brackets-show-whitespace,JavaScript
23059575,10,weaveworks/weave,Go
17324120,3,18F/18f.gsa.gov,HTML
2156455,15,ceylon/ceylon-ide-eclipse,Java
15778059,2,pyca/pyopenssl,Python
27804716,2,aurelia/templating,JavaScript
363387,4,rspec/rspec-dev,Ruby
13726895,1,Snugug/eq.js,JavaScript
7083242,2,go-sql-driver/mysql,Go
237159,6,strongloop/express,JavaScript
1606654,1,prawnsalad/KiwiIRC,JavaScript
26870928,5,refile/refile,Ruby
12765913,1,lazojs/lazo,JavaScript
26964106,2,swcarpentry/sql-novice-survey,HTML
5254650,4,elastic/logstash-forwarder,Go
4912314,1,fedora-infra/datanommer,Python
4297273,3,wet-boew/wet-boew,HTML
24850617,2,ScottLogic/d3fc,JavaScript
22641745,6,react-bootstrap/react-router-bootstrap,JavaScript
10697582,7,jscs-dev/node-jscs,JavaScript
30486405,1,nodejs/nodejs-zh-TW,JavaScript
22387458,5,z0mt3c/hapi-swaggered,JavaScript
10435644,2,rom-rb/rom-rb.org,HTML
4973784,28,cyclus/cycamore,C++
24774804,1,heigeo/leaflet.wms,JavaScript
12468921,1,OpenTreeOfLife/germinator,Python
1965901,1,justinlatimer/node-midi,HTML
8201256,2,joewalnes/websocketd,Go
11369603,1,Connexions/cnx-archive,Python
19206385,1,skynetservices/skydns,Go
17821820,3,benderjs/benderjs,JavaScript
28726977,1,WinRb/winrm-fs,Ruby
28305425,4,CloudSlang/cloud-slang,Java
3329386,1,fedora-infra/fedmsg,Python
21243212,1,AtomLinter/linter-eslint,JavaScript
8100172,6,bem/bem-core,JavaScript
27620277,6,eslint/espree,JavaScript
2833537,2,jquery/esprima,JavaScript
19097645,1,jsk-ros-pkg/jsk_travis,Python
23021810,2,Urigo/angular-meteor,JavaScript
26702968,2,thoughtbot/ember-cli-rails,Ruby
20962139,6,SassDoc/sassdoc,JavaScript
20666775,1,docker/libchan,Go
4222911,2,ogier/pflag,Go
4665529,5,cfjedimaster/brackets-jshint,JavaScript
6766558,1,Netflix/Hystrix,Java
3301400,7,MinecraftForge/MinecraftForge,Java
632007,1,adhearsion/adhearsion,Ruby
71019,2,rake-compiler/rake-compiler,Ruby
11545928,6,nodejs/nan,C++
19036577,6,zooniverse/Panoptes,Ruby
27561243,3,mozilla/webmaker-curriculum,HTML
1844251,9,tastejs/todomvc,JavaScript
14812631,5,mapbox/node-pre-gyp,JavaScript
1032,5,churchio/onebody,Ruby
2023124,2,h5bp/html5please,JavaScript
3238243,2,Fyrd/caniuse,JavaScript
1739767,3,mozilla/rhino,C++
1424470,3,moment/moment,JavaScript
17912002,4,Connexions/cnx-publishing,Python
11921752,2,lxde/lxqt-config,C++
901277,1,gwaldron/osgearth,C++
18849374,1,coderly/ember-gdrive,JavaScript
15426083,2,strongloop/strong-supervisor,JavaScript
14982460,1,CodeClub/lesson_format,Python
1200050,2,ariya/phantomjs,HTML
23335023,4,github/generator-hubot,JavaScript
9954101,3,CodeClub/scratch-curriculum,HTML
16831466,3,cms-sw/root,C++
8711354,1,tabulapdf/tabula,JavaScript
7411076,3,thoughtbot/hound,Ruby
4348524,1,jquery/jquery.com,HTML
5888353,1,spotify/luigi,Python
929845,1,sass/sass,Ruby
16354995,1,G5/g5_authenticatable,Ruby
25324340,1,imglib/imglib2-algorithm,Java
21233191,13,ipfs/go-ipfs,Go
19868180,2,JSRocksHQ/jsrockshq.github.io,HTML
6255503,1,CWSpear/bootstrap-hover-dropdown,JavaScript
22252531,2,bgruening/docker-ipython-notebook,Python
15670215,1,nephila/djangocms-blog,Python
23627382,8,pelias/api,JavaScript
3288595,7,cyclus/cyclus.github.com,Python
2752522,1,geotools/geotools,Java
29600667,11,appc/docker2aci,Go
17558946,8,shinnn/gulp-gh-pages,JavaScript
26077653,7,martyjs/marty,JavaScript
22002175,2,sourcegraph/srclib-go,Go
29939198,2,18F/automated-testing-playbook,Ruby
27105154,3,bemusic/bemuse,JavaScript
4137249,5,test-kitchen/test-kitchen,Ruby
15693680,4,docker/libcontainer,Go
2916197,1,elastic/elasticsearch-mapper-attachments,Java
904810,1,rubysherpas/paranoia,Ruby
15191676,1,percona/cloud-protocol,Go
14724975,3,irods/irods,C++
6543378,3,lobid/lodmill,Java
15168264,2,biocore/scikit-bio,Python
13131245,4,biocore/qiita,Python
22993377,10,genome/civic-client,JavaScript
3193719,2,brack3t/Djrill,Python
